sysid,sum_min,num_trip,lat,lng,sysname,year,assigned_month,pct_ttl_num_trips,yroverchange
25,67713.71667,4171,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2021,5,0.051231975,180.3478261
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2021,5,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2021,5,0,0
3,38913122.97,2452900,40.909849,-72.673371,"CitiBike (New York, NY)",2021,5,0.671131024,0.895762069
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,5,0,0
1,4650823.483,249759,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,5,0.068335853,1.34130771
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,5,0,0
9999,853596.6167,69103,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,5,0.016938621,0.709962387
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,5,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,5,0,0
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,5,0,0
73,516623,23772,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,5,0.005827025,0.172883363
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,5,0,0
60,1072491.583,72317,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,5,0.449369291,0.731728927
60,7143482.883,419118,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,5,0.10273477,0.110852545
60,525680.5,40626,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,5,0.547594015,0.58157823
58,96001.48333,3944,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,5,0.000966759,0.308560053
58,2587.466667,174,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,5,0.00234533,-0.236842105
58,11045.78333,552,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,5,0.003430063,0.614035088
56,191838.7167,12283,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,5,0.07632511,-0.300233578
56,89476.71667,5877,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,5,0.079215528,-0.53548846
56,4736787.017,267713,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,5,0.065622172,0.421932928
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,5,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,5,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,5,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,5,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,5,0,0
53,442997,23857,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,5,0.00584786,0.57982915
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,5,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,5,0,0
43,1230263,79889,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,5,0.0195825,-0.009251566
4,358522.5667,24566,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,5,0.331122793,-0.364431336
4,1018622.567,71336,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,5,0.443273473,0.107736265
4,4326229.633,315694,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,5,0.077383339,0.658213487
29,126789.8833,3789,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,5,0.000928765,-0.57138009
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,5,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,5,0,0
25,43859.5,2947,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,5,0.039722335,-0.293454807
25,310652.3833,15347,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,5,0.003761877,-0.154575001
25,74824.86667,4442,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,5,0.027602063,-0.094024067
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,5,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,5,0,0
3,37835154.08,2548544,40.909849,-72.673371,"CitiBike (New York, NY)",2022,5,0.624702545,0.038992213
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,5,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,5,0,0
1,5346878.717,308842,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,5,0.075703768,0.236560044
9999,867151.85,82009,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,5,0.017797192,0.186764685
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,5,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,5,0,0
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,5,0,0
73,751837,37687,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,5,0.008178649,0.585352516
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,5,0,0
60,1041348.85,81951,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,5,0.446833221,0.133219022
60,5864263.85,385418,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,5,0.083641531,-0.08040695
60,384384.2667,31778,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,5,0.469671889,-0.217791562
58,116026.0167,5403,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,5,0.001172533,0.369929006
58,13089.68333,725,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,5,0.003953022,0.313405797
58,3277.566667,201,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,5,0.002970736,0.155172414
56,5562031.167,331832,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,5,0.072012559,0.239506486
56,427760.9333,28058,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,5,0.152984668,1.284295368
56,210634.8833,14467,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,5,0.213819095,1.461630083
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,5,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,5,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,5,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2023,5,0,0
53,331470,15533,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2023,5,0.003370896,-0.348912269
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2023,5,0,0
43,1429178,95023,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,5,0.020621427,0.189437845
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,5,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,5,0,0
4,300700.5,21214,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,5,0.31353828,-0.13644875
4,3597869.033,286640,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,5,0.062205212,-0.092032158
4,968721.8667,72670,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,5,0.39622909,0.018700236
29,211651.8,8791,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,5,0.00190778,1.320137239
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,5,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,5,0,0
3,41872718,3027961,40.909849,-72.673371,"CitiBike (New York, NY)",2023,5,0.6571133,0.188114076
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2023,5,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2023,5,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,5,0,0
1,5718574.3,331677,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,5,0.071978922,0.073937483
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,5,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,6,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,6,0,0
9999,380005.2667,36514,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,6,0.010168235,
74,253368.0333,13934,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,6,0.840410133,
74,117254.95,6174,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,6,0.257582711,
74,334531.5,14387,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,6,0.004006419,
73,3739,209,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,6,0.008719596,
73,18998,688,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,6,0.041495778,
73,414875,26943,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,6,0.007502951,
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,6,0,0
60,8202849.367,444263,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,6,0.123716126,
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,6,0,0
58,120091.15,5033,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,6,0.001401565,
58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,6,0,0
58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,6,0,0
56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,6,0,0
56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,6,0,0
56,5272944.567,323260,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,6,0.090019819,
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,6,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,6,0,0
54,178484.96,5650,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,6,0.001573384,
53,141783,6713,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,6,0.001869402,
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,6,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,6,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,6,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,6,0,0
43,1306528,77325,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,6,0.021533077,
4,47168.73333,3428,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,6,0.143018065,
4,23923.63333,1958,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,6,0.118094089,
4,4460284.833,361010,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,6,0.100532249,
29,203347,8008,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,6,0.002230028,
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,6,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,6,0,0
25,963622.1833,44747,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,6,0.01246092,
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,6,0,0
25,266975.1833,14158,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,6,0.590679628,
3,29067338.72,1979036,40.909849,-72.673371,"CitiBike (New York, NY)",2019,6,0.551111992,
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,6,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,6,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,6,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,6,0,0
1,4571754.15,258098,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,6,0.071873833,
9999,831316.9167,33655,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,6,0.012210985,-0.078298735
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,6,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,6,0,0
74,86511.35,3996,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,6,0.053892216,-0.713219463
74,35889.08333,1580,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,6,0.020383415,-0.744088111
74,171430.5167,5415,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,6,0.001964715,-0.623618545
73,15413,460,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,6,0.006203809,-0.331395349
73,369446,16473,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,6,0.00597687,-0.388598152
73,4082,300,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,6,0.003870269,0.435406699
60,6714717.9,286346,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,6,0.103894417,-0.355458366
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,6,0,0
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,6,0,0
58,26.21666667,6,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,6,8.09192e-05,
58,239332.5833,6667,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,6,0.002418976,0.324657262
58,21.03333333,8,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,6,0.000103207,
56,55.23333333,14,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,6,0.000188812,
56,134.95,21,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,6,0.000270919,
56,4609445.517,189604,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,6,0.068793687,-0.413462847
54,354558,10546,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,6,0.003826387,0.866548673
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,6,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,6,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,6,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,6,0,0
53,272225,8995,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,6,0.00326364,0.339937435
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,6,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,6,0,0
43,2119193,92142,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,6,0.03343172,0.191619787
4,1269098.667,67022,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,6,0.903894913,33.22982635
4,2813996.567,144658,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,6,0.052486008,-0.599296418
4,1334319.8,73906,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,6,0.95345357,20.55950992
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,6,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,6,0,0
29,369722,8821,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,6,0.003200508,0.101523477
25,754602.0667,26161,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,0.00949195,-0.415357454
25,69975.06667,2650,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,0.035739332,
25,45368.76667,1699,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,6,0.021918621,-0.879997175
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,6,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,6,0,0
3,36596751.48,1745460,40.909849,-72.673371,"CitiBike (New York, NY)",2020,6,0.633302191,-0.11802514
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,6,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,6,0,0
1,4278196.733,181182,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,6,0.065737947,-0.298010833
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2021,6,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2021,6,0,0
9999,961691.9,61645,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2021,6,0.014293445,0.831674343
73,1341,67,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2021,6,0.000383442,-0.854347826
73,248,18,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2021,6,0.000168456,-0.94
73,550490,22826,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2021,6,0.005292598,0.385661385
60,679664.1333,40165,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2021,6,0.375890242,
60,11264183.82,564161,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2021,6,0.130810357,0.970207372
60,1279865.217,69166,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2021,6,0.395838222,
58,4668.616667,322,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,6,0.003013486,39.25
58,99185.6,3563,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,6,0.000826142,-0.465576721
58,12911.6,545,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,6,0.003119044,89.83333333
56,4132488.933,218745,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2021,6,0.050719762,0.153694015
56,339364.1833,18482,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2021,6,0.105772808,1319.142857
56,224188.8333,13534,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2021,6,0.126659991,643.4761905
54,308896,9656,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,6,0.002238908,-0.084392187
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,6,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,6,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2021,6,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2021,6,0,0
53,396714,15113,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2021,6,0.003504207,0.680155642
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2021,6,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2021,6,0,0
43,1375321,83075,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2021,6,0.019262357,-0.098402466
4,733804.6667,46080,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,6,0.431246666,-0.376505291
4,3522712.633,232606,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,6,0.053933671,0.607971906
4,1250153.6,78998,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,6,0.452106929,0.178687595
29,334091,10408,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,6,0.002413272,0.179911575
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,6,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,6,0,0
25,499630.9,22344,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2021,6,0.005180838,-0.145904209
25,134058.15,7475,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2021,6,0.042779555,1.820754717
25,108769.85,6734,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2021,6,0.06302116,2.963507946
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2021,6,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2021,6,0,0
3,44386829.58,2791841,40.909849,-72.673371,"CitiBike (New York, NY)",2021,6,0.647335987,0.599487241
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,6,0,0
1,5177779.25,276833,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,6,0.064188456,0.527927719
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,6,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,6,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,6,0,0
9999,1248245.65,92422,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,6,0.018671515,0.499261903
73,566288,25867,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,6,0.00522577,0.133225269
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,6,0,0
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,6,0,0
60,9997225.367,565788,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,6,0.114303077,0.002883929
60,1433599.283,92303,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,6,0.470240309,0.334514068
60,562010.9,37943,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,6,0.478721659,-0.055321798
58,5124.983333,288,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,6,0.003633657,-0.105590062
58,143058.5833,6084,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,6,0.001229117,0.707549818
58,17072.8,914,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,6,0.004656399,0.67706422
56,6219686.083,329955,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,6,0.066659017,0.508400192
56,113251.1333,7416,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,6,0.093566661,-0.452046697
56,238723.2833,14609,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,6,0.074425974,-0.209555243
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,6,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,6,0,0
54,111134,3542,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,6,0.000715571,-0.633181442
53,373784,18008,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,6,0.003638058,0.191556938
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,6,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,6,0,0
43,1483628,93272,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,6,0.018843236,0.122744508
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,6,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,6,0,0
4,4789173.467,343850,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,6,0.069466148,0.478250776
4,1223531.633,81230,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,6,0.413828589,0.02825388
4,441033.6,29200,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,6,0.36841242,-0.366319444
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,6,0,0
29,221762.7833,7199,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,6,0.001454375,-0.308320523
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,6,0,0
25,123885.5667,7233,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,6,0.036848728,-0.032374582
25,491462.2833,23803,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,6,0.004808791,0.065297172
25,67814.93333,4412,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,6,0.055665603,-0.344817345
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,6,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,6,0,0
3,48099934.77,3079806,40.909849,-72.673371,"CitiBike (New York, NY)",2022,6,0.62219648,0.103145201
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,6,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,6,0,0
1,6629810.967,360297,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,6,0.072788846,0.301495848
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,6,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,6,0,0
9999,940183.95,86701,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,6,0.017759073,-0.061900846
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,6,0,0
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,6,0,0
73,843483,40331,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,6,0.008261048,0.559168052
60,637546.2,46866,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,6,0.529625151,0.235168542
60,8122805.617,498059,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,6,0.102018038,-0.119707382
60,1652381.733,117610,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,6,0.517927761,0.274173104
58,139714.3333,6730,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,6,0.001378514,0.106180145
58,5197.15,347,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,6,0.003921391,0.204861111
58,19054.45,983,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,6,0.004328909,0.075492341
56,241047.8,16404,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,6,0.185378974,1.21197411
56,5677477.9,339430,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,6,0.069525865,0.028716037
56,416585.6,28023,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,6,0.123406935,0.918201109
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,6,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,6,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,6,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2023,6,0,0
53,315692,15553,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2023,6,0.00318574,-0.136328299
